"Date","Fully Vaccinated (%)","At least 1 dose (%)","min","Goal (75%)"
"04/09/2021",36.2670939374744,65.6295413049149,0,75
"04/10/2021",36.5651898498342,65.9090062227522,0,75
"04/11/2021",36.7477735961546,66.0766851734546,0,75
"04/12/2021",37.2731676416887,66.5536386332302,0,75
"04/13/2021",37.4333941945821,66.8070201587361,0,75
"04/14/2021",39.2182434698364,68.6887506055073,0,75
"04/15/2021",39.4269106084883,68.9048701419682,0,75
"04/16/2021",43.1232999217498,69.2923948280359,0,75
"04/17/2021",43.3245146625927,69.5755859447777,0,75
"04/18/2021",43.4735626187726,69.959384431941,0,75
"04/19/2021",43.626336773857,70.0525394045534,0,75
"04/20/2021",43.8238253157954,70.1233371837389,0,75
"04/21/2021",46.7451652569214,70.9691843350598,0,75
"04/22/2021",49.3907664791147,71.427506800313,0,75
"04/23/2021",53.4411446883035,72.0609606140776,0,75
"04/24/2021",53.6908000149048,72.1876513768305,0,75
"04/25/2021",53.7988597831352,72.243544360398,0,75
"04/26/2021",53.9628125349331,72.2733539516339,0,75
"04/27/2021",54.8123858851585,72.5751760628982,0,75
"04/28/2021",55.6358758430525,73.1899988821403,0,75
"04/29/2021",59.391884338786,73.4471066065507,0,75
"04/30/2021",59.7086112456683,73.659499944107,0,75
"05/01/2021",59.8949211908932,73.7302977232925,0,75
"05/02/2021",59.9396355777471,73.734023922197,0,75
"05/03/2021",60.0141595558371,73.756381115624,0,75
"05/04/2021",60.0588739426911,73.7601073145284,0,75
