"Date","12-15","16-19","20-29","30-39","40-49","50-59","60-69","70-79","80+"
"04/30/2021",0,46.2105263157895,33.7097772277228,48.2528589580686,70.4509283819629,85.0197851893725,96.3264077085215,75.8026989297348,53.6842105263158
"05/01/2021",0,46.3157894736842,33.957301980198,48.4911054637865,70.9283819628647,85.3024307518372,96.5672990063234,75.8957654723127,53.859649122807
"05/02/2021",0,46.3157894736842,34.0346534653465,48.5546378653113,71.0344827586207,85.4437535330695,96.5974104185486,75.8957654723127,53.859649122807
"05/03/2021",0,46.8421052631579,34.2048267326733,48.7452350698856,71.3793103448276,85.5850763143019,96.6275218307739,75.8957654723127,53.859649122807
"05/04/2021",0,47.2631578947368,34.4368811881188,49.1264294790343,71.8037135278515,85.895986433013,96.6576332429991,75.8957654723127,53.859649122807
"05/05/2021",0,51.8947368421053,36.6800742574257,51.7789072426938,74.4827586206897,87.7614471452798,97.0189701897019,75.9888320148906,53.859649122807
"05/06/2021",0,52,36.8502475247525,52.0489199491741,74.7214854111406,88.0440927077445,97.0791930141524,75.9888320148906,53.859649122807
"05/07/2021",0,52.2105263157895,37.0668316831683,52.3983481575604,75.1724137931034,88.2702091577162,97.3200843119542,75.9888320148906,53.859649122807
"05/08/2021",0,52.4210526315789,37.2060643564356,52.8907242693774,75.5702917771883,88.6093838326738,97.5308641975309,76.0353652861796,54.0350877192982
"05/09/2021",0,52.6315789473684,37.2988861386139,52.9701397712834,75.7029177718833,88.6941775014132,97.5308641975309,76.0353652861796,54.2105263157895
"05/10/2021",0,52.7368421052632,37.4535891089109,53.0972045743329,75.8355437665783,88.8072357263991,97.5910870219813,76.0818985574686,54.2105263157895
"05/11/2021",0,52.8421052631579,37.7165841584158,53.2560355781449,76.2334217506631,88.9768230638779,97.5910870219813,76.0818985574686,54.2105263157895
"05/12/2021",0,53.0526315789474,37.8712871287129,53.351334180432,76.3129973474801,89.0050876201244,97.7717554953327,76.0818985574686,54.2105263157895
"05/13/2021",0,54.9473684210526,39.0006188118812,54.3519695044473,77.6923076923077,90.0226116449972,98.193315266486,76.0818985574686,54.2105263157895
"05/14/2021",0,55.3684210526316,39.2945544554455,54.65374841169,78.0371352785146,90.2204635387224,98.3137609153869,76.0818985574686,54.2105263157895
"05/15/2021",0,55.8947368421053,40.0680693069307,55.5114358322745,78.9655172413793,90.9270774448841,98.6750978620897,76.0818985574686,54.2105263157895
"05/16/2021",0,56.9473684210526,41.1200495049505,56.7662007623888,80.8488063660477,92.0576596947428,98.9159891598916,76.2214983713355,54.2105263157895
"05/17/2021",0,57.7894736842105,41.5996287128713,57.4491740787802,81.6180371352785,92.3685698134539,99.0665462210178,76.2214983713355,54.2105263157895
"05/18/2021",0,60.5263157894737,42.1410891089109,58.1162642947903,82.1750663129973,92.9903900508762,99.2171032821439,76.2214983713355,54.2105263157895
"05/19/2021",0,63.0526315789474,43.0074257425743,59.0533672172808,83.236074270557,93.6122102882985,99.4579945799458,76.2680316426245,54.3859649122807
"05/20/2021",0,63.8947368421053,43.6262376237624,59.7839898348158,83.8726790450928,94.007914075749,99.5182174043963,76.3145649139134,54.3859649122807
"05/21/2021",0,64,43.7345297029703,60.0222363405337,84.0318302387268,94.1492368569813,99.5182174043963,76.3610981852024,54.3859649122807
"05/22/2021",0,64.2105263157895,43.9975247524753,60.4669631512071,84.2970822281167,94.3470887507066,99.6386630532972,76.3610981852024,54.3859649122807
"05/23/2021",0,64.3157894736842,44.012995049505,60.4828462515883,84.4827586206897,94.3753533069531,99.6687744655224,76.3610981852024,54.3859649122807
"05/24/2021",0,64.8421052631579,44.0594059405941,60.5622617534943,84.6419098143236,94.4601469756925,99.6687744655224,76.3610981852024,54.3859649122807
"05/25/2021",0,66.2105263157895,44.477103960396,61.0069885641677,85.3050397877984,94.855850763143,99.7591087021981,76.4076314564914,54.3859649122807
"05/26/2021",0,66.3157894736842,44.8329207920792,61.4199491740788,85.6233421750663,95.1102317693612,99.8193315266486,76.4076314564914,54.3859649122807
"05/27/2021",0,66.6315789473684,45.0030940594059,61.8646759847522,85.8090185676393,95.3646127755794,99.9698885877748,76.4076314564914,54.3859649122807
"05/28/2021",0,66.8421052631579,45.575495049505,62.4523506988564,86.3660477453581,95.7320520067835,100.030111412225,76.4541647277804,54.3859649122807
"05/29/2021",0,66.9473684210526,45.730198019802,62.579415501906,86.57824933687,95.8451102317694,100.030111412225,76.4541647277804,54.3859649122807
"05/30/2021",0,67.2631578947368,45.8230198019802,62.6270648030496,86.604774535809,95.8733747880158,100.06022282445,76.4541647277804,54.3859649122807
"05/31/2021",0,67.2631578947368,45.8384900990099,62.6905972045743,86.710875331565,95.9016393442623,100.090334236676,76.4541647277804,54.3859649122807
"06/01/2021",0.210526315789474,67.7894736842105,46.1014851485149,62.9288437102922,86.9761273209549,96.2690785754664,100.150557061126,76.5006979990693,54.3859649122807
"06/02/2021",0.526315789473684,68.3157894736842,46.2407178217822,63.0559085133418,87.2148541114058,96.3821368004522,100.180668473351,76.5006979990693,54.3859649122807
"06/03/2021",7.78947368421053,69.0526315789474,46.7357673267327,63.5482846251588,87.7453580901857,96.8061051441492,100.361336946703,76.5472312703583,54.3859649122807
"06/04/2021",16,69.3684210526316,47.029702970297,63.722998729352,88.0371352785146,96.9191633691351,100.421559771153,76.5937645416473,54.5614035087719
"06/05/2021",16.2105263157895,69.4736842105263,47.1534653465347,63.8977128335451,88.1697612732095,97.1170152628604,100.572116832279,76.5937645416473,54.7368421052632
"06/06/2021",16.7368421052632,69.6842105263158,47.2153465346535,63.9294790343075,88.2228116710875,97.1735443753533,100.572116832279,76.5937645416473,54.7368421052632
"06/07/2021",24,70.8421052631579,47.4783415841584,64.0883100381194,88.4615384615385,97.3713962690786,100.63233965673,76.5937645416473,54.9122807017544
"06/08/2021",30.1052631578947,71.5789473684211,47.7568069306931,64.3424396442186,88.8594164456233,97.7105709440362,100.69256248118,76.6402978129363,54.9122807017544
"06/09/2021",37.2631578947368,72.4210526315789,48.0507425742574,64.5806861499365,89.1246684350133,97.9649519502544,100.752785305631,76.6402978129363,54.9122807017544
"06/10/2021",40.3157894736842,72.8421052631579,48.2673267326733,64.8506988564168,89.3368700265252,98.1062747314867,100.903342366757,76.6868310842252,54.9122807017544
"06/11/2021",41.1578947368421,73.0526315789474,48.3756188118812,64.9618805590851,89.3368700265252,98.2193329564726,100.993676603433,76.6868310842252,54.9122807017544
"06/12/2021",42.1052631578947,73.3684210526316,48.5767326732673,65.2160101651842,89.5490716180371,98.3323911814584,101.053899427883,76.6868310842252,54.9122807017544
"06/13/2021",42.5263157894737,73.4736842105263,48.6850247524753,65.2636594663278,89.7082228116711,98.4171848501979,101.084010840108,76.6868310842252,54.9122807017544
"06/14/2021",43.4736842105263,73.6842105263158,48.7159653465347,65.3748411689962,89.7877984084881,98.4737139626908,101.114122252334,76.6868310842252,54.9122807017544
"06/15/2021",47.0526315789474,74.8421052631579,49.0408415841584,65.6766200762389,89.920424403183,98.6715658564161,101.26467931346,76.6868310842252,54.9122807017544
"06/16/2021",47.5789473684211,75.0526315789474,49.1181930693069,65.8989834815756,90.053050397878,98.7846240814019,101.32490213791,76.6868310842252,54.9122807017544
"06/17/2021",48.3157894736842,75.2631578947368,49.2883663366337,65.9942820838628,90.106100795756,98.8411531938949,101.32490213791,76.6868310842252,54.9122807017544
"06/18/2021",49.0526315789474,75.5789473684211,49.3193069306931,66.0736975857687,90.2122015915119,98.8694177501413,101.32490213791,76.6868310842252,54.9122807017544
"06/19/2021",49.4736842105263,75.7894736842105,49.4121287128713,66.1054637865311,90.2652519893899,98.9542114188807,101.355013550135,76.6868310842252,54.9122807017544
"06/20/2021",49.4736842105263,75.7894736842105,49.427599009901,66.1213468869123,90.2917771883289,98.9542114188807,101.355013550135,76.6868310842252,54.9122807017544
