"Date","80435","80498","80443","80424"
"12/16/2020",0,0,0,0
"12/17/2020",0,0,0,0
"12/18/2020",0,0,0,0
"12/19/2020",0,0,0,0
"12/20/2020",0,0,0,0
"12/21/2020",0,0,0,0
"12/22/2020",0,0,0,0
"12/23/2020",0,0,0,0
"12/24/2020",0,0,0,0
"12/26/2020",0,0,0,0
"12/27/2020",0,0,0,0
"12/28/2020",0,0,0,0
"12/29/2020",0,0,0,0.00983380863408398
"12/30/2020",0,0,0,0.00983380863408398
"12/31/2020",0,0,0,0.019667617268168
"01/01/2021",0,0,0,0.019667617268168
"01/02/2021",0,0,0,0.019667617268168
"01/03/2021",0,0,0,0.019667617268168
"01/04/2021",0,0,0,0.019667617268168
"01/05/2021",0,0.0125015626953369,0,0.019667617268168
"01/06/2021",0.0274800769442154,0.0625078134766846,0.11153245594468,0.137673320877176
"01/07/2021",0.316020884858478,0.287535941992749,0.646888244479143,0.403186153997443
"01/08/2021",0.659521846661171,0.587573446680835,1.27146999776935,0.826039925263054
"01/09/2021",0.687001923605386,0.600075009376172,1.27146999776935,0.845707542531222
"01/10/2021",0.687001923605386,0.612576572071509,1.29377648895829,0.855541351165306
"01/11/2021",0.700741962077494,0.637579697462183,1.29377648895829,0.86537515979939
"01/12/2021",0.714482000549602,0.65008126015752,1.31608298014722,0.885042777067558
"01/13/2021",0.728222039021709,0.65008126015752,1.31608298014722,0.894876585701642
"01/14/2021",0.741962077493817,0.65008126015752,1.33838947133616,0.894876585701642
"01/15/2021",0.741962077493817,0.662582822852857,1.33838947133616,0.894876585701642
"01/16/2021",0.755702115965925,0.662582822852857,1.36069596252509,0.894876585701642
"01/17/2021",0.755702115965925,0.662582822852857,1.36069596252509,0.894876585701642
"01/18/2021",0.769442154438032,0.662582822852857,1.38300245371403,0.894876585701642
"01/19/2021",0.796922231382248,0.68758594824353,1.38300245371403,0.894876585701642
"01/20/2021",1.23660346248969,1.00012501562695,1.73990631273701,1.16038941882191
"01/21/2021",1.38774388568288,1.12514064258032,1.91835824224849,1.23905988789458
"01/22/2021",1.47018411651553,1.22515314414302,2.09681017175998,1.37673320877176
"01/23/2021",2.10222588623248,1.75021877734717,2.98906981931742,2.01593076998722
"01/24/2021",3.0228084638637,2.337792224028,3.79210350211912,2.63546071393451
"01/25/2021",3.06402857928002,2.36279534941868,3.9705554316306,2.83213688661619
"01/26/2021",3.09150865622424,2.40030003750469,4.01516841400848,2.85180450388435
"01/27/2021",3.21516900247321,2.47530941367671,4.34976578184252,3.0091454420297
"01/28/2021",4.32811211871393,3.18789848731091,5.93352665625697,4.08103058314485
"01/29/2021",4.54795273426766,3.37542192774097,6.24581753290208,4.25803913855836
"01/30/2021",4.8090134652377,3.57544693086636,6.89270577738122,4.73006195299439
"01/31/2021",5.01511404231932,3.75046880860108,7.16038367164845,4.98574097748058
"02/01/2021",5.04259411926353,3.76297037129641,7.16038367164845,4.98574097748058
"02/02/2021",5.04259411926353,3.78797349668709,7.22730314521526,4.99557478611466
"02/03/2021",6.2242374278648,4.70058757344668,9.16796787865269,5.82161471137772
"02/04/2021",6.43033800494641,4.91311413926741,9.41333928173098,5.96912184088898
"02/05/2021",7.70816158285243,6.32579072384048,11.6662948918135,7.27701838922215
"02/06/2021",8.17532289090409,6.75084385548193,12.1347312067812,7.7982102468286
"02/07/2021",8.29898323715306,6.91336417052131,12.3801026098595,7.99488641951028
"02/08/2021",8.546303929651,7.12589073634204,12.5808610305599,8.18172878355787
"02/09/2021",8.69744435284419,7.26340792599075,12.6923934865046,8.30956829580096
"02/10/2021",8.83484473756526,7.43842980372547,12.7816194512603,8.43740780804406
"02/11/2021",8.87606485298159,7.53844230528816,12.8262324336382,8.49641065984856
"02/12/2021",9.02720527617477,7.63845480685086,12.9823778719607,8.58491493755531
"02/13/2021",9.2470458917285,7.85098137267158,13.0716038367165,8.72258825843249
"02/14/2021",9.2470458917285,7.90098762345293,13.2723622574169,8.73242206706657
"02/15/2021",9.2607859302006,7.90098762345293,13.2946687486058,8.79142491887108
"02/16/2021",9.27452596867271,7.93849231153894,13.3615882221727,8.86026157930967
"02/17/2021",9.37070623797747,8.0260032504063,13.5623466428731,8.91926443111417
"02/18/2021",9.41192635339379,8.06350793849231,13.584653134062,8.96843347428459
"02/19/2021",9.45314646881011,8.20102512814102,13.6515726076288,9.04710394335726
"02/20/2021",9.53558669964276,8.31353919239905,13.7631050635735,9.17494345560035
"02/21/2021",9.63176696894751,8.40105013126641,13.8523310283292,9.24378011603894
"02/22/2021",9.68672712283594,8.43855481935242,13.8523310283292,9.29294915920936
"02/23/2021",9.71420719978016,8.46355794474309,13.8523310283292,9.34211820237978
"02/24/2021",9.90656773838967,8.6010751343918,14.0307829578407,9.45029009735471
"02/25/2021",9.94778785380599,8.66358294786848,14.0530894490297,9.48962533189104
"02/26/2021",10.3050288540808,8.98862357794724,14.8338166406424,9.87314386862032
"02/27/2021",10.3462489694971,9.05113139142393,14.989962078965,9.95181433769299
"02/28/2021",10.3737290464413,9.08863607950994,14.989962078965,9.97148195496116
"03/01/2021",10.4012091233855,9.13864233029129,15.1238010260986,10.0009833808634
"03/02/2021",10.4699093157461,9.20115014376797,15.1238010260986,10.0894876585702
"03/03/2021",10.5386095081066,9.25115639454932,15.2353334820433,10.1386567017406
"03/04/2021",10.6485298158835,9.30116264533067,15.324559446799,10.1583243190088
"03/05/2021",13.1629568562792,11.538942367796,18.0013383894713,13.236306421477
"03/06/2021",13.3278373179445,11.6639579947493,18.4251617220611,13.5313206804996
